order_at,purchase_url,customer_num,product_code,paid_price
2024-10-22,ad_1d8fc,mr7epo4b8v,product_B,5000
2024-10-08,rp_mg_k4zcr,sxjnbgqf2g,product_A,2000
2024-10-14,tik_ianqa,sdobmuzlk0,product_C,3000
2024-10-21,ad_43n3a,m4ut3599jw,set_AB,6000
2024-10-19,tik_tt782,a8spg4ti35,product_C,3000
2024-10-26,rp_line_j1n1t,8wutpncdb6,product_D,4000
2024-10-25,shop_5cnmj,nfflsbxhbe,product_A,2000
2024-10-28,list_8f55j,1e8iotbx32,product_B,5000
2024-10-26,rp_dm_ujddb,51b6lk4ov1,set_AB,6000
2024-10-13,rp_dm_36m5y,gw8j4t37i0,product_B,5000
2024-10-03,ad_vtoer,50da4zeobk,set_AC,7000
2024-10-13,shop_26uig,ylnfsiq2zt,product_D,4000
2024-10-17,tik_ulmmp,b9433yptgv,set_AC,7000
2024-10-04,rp_line_3376u,tk1ixw40fo,product_A,2000
2024-10-21,rp_mg_unr8s,qnxnbr3p00,set_AC,7000
2024-10-22,rp_line_aam5g,22ta4lncqa,product_D,4000
2024-10-12,shop_3a2ya,15ujkha2ts,set_AB,6000
2024-10-21,rp_line_t7qyv,ozwjjicumk,set_AC,7000
2024-10-16,ad_mfa6p,sy5nc8nfmn,product_C,3000
2024-10-04,tik_mun1l,y9hxjo13ih,set_AB,6000
2024-10-07,ad_fucde,3l605m6yoa,set_AC,7000
2024-10-10,rp_mg_3kz0n,vmp6nnljch,product_B,5000
2024-10-04,shop_o3j9e,3io5ok24ua,product_A,2000
2024-10-26,rp_line_j31wl,b5kz3ul83r,product_D,4000
2024-10-22,rp_dm_arl5u,2boolvuu3a,product_A,2000
2024-10-08,tik_ab73h,2f0gtgm82m,set_AC,7000
2024-10-18,linead_71sqb,9fk51igmb9,set_AC,7000
2024-10-16,ad_qmcdy,uj1ou8ozst,product_A,2000
2024-10-15,rp_mg_r95kd,aeubyxq6y6,set_CD,8000
2024-10-04,rp_dm_je9lg,6sg9kwmrix,set_AC,7000
2024-10-17,linead_jez2i,dtc95o9hz4,set_AB,6000
2024-10-23,rp_dm_8hv2g,p8rxu4w7kg,product_C,3000
2024-10-07,shop_ibr2s,wtfczwse97,product_B,5000
2024-10-22,rp_mg_758ys,j7plxnbmvi,product_C,3000
2024-10-17,rp_line_a5ihx,5zn7h7rckb,product_D,4000
2024-10-23,rp_outb_p35eq,1qtugf77cv,set_AB,6000
2024-10-17,list_50rut,zrh7n7b11w,product_A,2000
2024-10-19,rp_mg_xecrv,42pkcyn7x9,product_A,2000
2024-10-02,ad_ihccx,nk4eduhc3n,set_AC,7000
2024-10-09,tik_nlhja,5h33p5cihm,product_C,3000
2024-10-15,rp_outb_a2btv,48eo9cyvtr,set_AB,6000
2024-10-22,tik_pz8o8,cw4em215px,product_D,4000
2024-10-12,linead_20jsz,xtyn055txk,product_C,3000
2024-10-26,list_s0biw,sdfwrfdfzm,set_AB,6000
2024-10-10,rp_outb_in8g8,7cht8s9kz0,product_B,5000
2024-10-07,rp_line_t9704,ei2wvwav3h,set_AB,6000
2024-10-10,ad_12x5f,da5j8vjskj,product_C,3000
2024-10-11,rp_mg_8spso,d3xzxktfjj,set_AC,7000
2024-10-01,rp_outb_a535h,f1e9m52bwb,set_AC,7000
2024-10-20,linead_a8vjw,yu95r9ux7j,product_C,3000
2024-10-01,rp_mg_oab91,ovz8cbx2kn,set_CD,8000
2024-10-19,rp_dm_yadaw,iqp82r46yp,set_CD,8000
2024-10-03,rp_dm_fbws8,0zmggvcyb1,product_A,2000
2024-10-04,linead_h2chd,fdduly8au1,set_CD,8000
2024-10-10,tik_70q35,1mwi2gd0cw,product_C,3000
2024-10-03,shop_zhowg,ptfujhvd6t,set_AC,7000
2024-10-18,linead_ufrod,y4j4xw41x2,product_B,5000
2024-10-18,shop_f1qfp,p34etwlnr8,set_CD,8000
2024-10-11,rp_line_dz1ds,53hlmyvwcu,set_AB,6000
2024-10-03,ad_xhm0i,qru6berj5y,product_A,2000
2024-10-21,tik_yppsm,p1bf9oq9eq,product_A,2000
2024-10-22,shop_4wj65,inswxr54zj,product_B,5000
2024-10-16,linead_zcxev,644hy3ef8h,product_D,4000
2024-10-22,ad_fzjga,dba7sj9rz6,set_AB,6000
2024-10-03,ad_ohpo6,3l816bymdp,product_D,4000
2024-10-12,ad_0wvax,02gbznl1rm,set_AC,7000
2024-10-18,rp_dm_gp5fo,uaohx9a2ya,set_AC,7000
2024-10-25,shop_ub83v,546fn0wtvc,product_C,3000
2024-10-24,tik_79si3,lbmo6hhaa4,set_AC,7000
2024-10-19,ad_jlmgs,enp0x1khqo,product_C,3000
2024-10-14,rp_line_jf562,gib6j5grxz,product_C,3000
2024-10-17,linead_ukskl,ttihuwwea3,product_C,3000
2024-10-15,shop_gq9rx,zk4fve7jjt,set_AB,6000
2024-10-08,linead_phs0e,n90qvvjm06,product_D,4000
2024-10-23,tik_24pm7,wzc5q19ok2,product_C,3000
2024-10-01,rp_outb_vgvh7,ez5pmpgz9a,product_A,2000
2024-10-16,tik_oulcv,gag4oe0xnp,set_CD,8000
2024-10-13,rp_outb_blbu9,157gfhzm30,product_A,2000
2024-10-17,ad_m1qlm,djs26ygzrb,set_AB,6000
2024-10-22,rp_outb_32yy4,7ew33r4hfx,product_B,5000
2024-10-09,ad_k0p07,qf0rpawt1q,product_C,3000
2024-10-25,linead_slpcv,yfbn0es506,product_B,5000
2024-10-20,linead_obop2,88pk4j0el6,product_C,3000
2024-10-04,rp_line_76yey,xpmy3gpqfu,set_CD,8000
2024-10-13,rp_mg_8ie7u,83x4mf6shy,set_AC,7000
2024-10-20,linead_cjxn5,5szwocgdqg,set_AC,7000
2024-10-16,shop_pggns,3prnt380w9,set_AB,6000
2024-10-21,rp_line_kvvfh,wl15vthhf4,set_AC,7000
2024-10-09,shop_ksvz4,fxmoxugqyl,set_CD,8000
2024-10-28,shop_8rwrl,1rnk70tmpe,product_C,3000
2024-10-08,rp_outb_o6lgl,du8m74t427,product_D,4000
2024-10-07,ad_no42d,3e7q98vlsl,set_CD,8000
2024-10-16,linead_g0zr8,xpov7u1ckb,product_C,3000
2024-10-12,rp_outb_3uqww,e2cxbw8a4q,product_A,2000
2024-10-04,rp_dm_e6ste,iznd4jfv7z,set_AC,7000
2024-10-09,shop_jgd39,zvp0bkyaxa,set_AC,7000
2024-10-15,tik_mq4it,8gsyzap15f,product_B,5000
2024-10-08,rp_line_5gett,rz61rfyzvz,set_AB,6000
2024-10-03,ad_f90mt,j6vbdqawtx,product_B,5000
2024-10-15,shop_tzfaw,fp3svusswn,product_A,2000
2024-10-19,rp_line_mtgom,i0d4608j46,set_AC,7000
2024-10-22,tik_ym43q,1umf9hrv91,set_CD,8000
2024-10-24,tik_w4a1d,pdweacvjs9,product_D,4000
2024-10-09,linead_2zewn,vgieg7pvmy,set_AB,6000
2024-10-03,rp_dm_47yzr,qgbdi0i9vo,product_A,2000
2024-10-21,ad_3gcia,6t77nalv17,product_B,5000
2024-10-16,rp_dm_1mijk,98sfbm0fwl,product_D,4000
2024-10-27,rp_mg_hy6ry,fybgr5qevv,product_C,3000
2024-10-02,shop_zg09v,8sxn89zts5,product_C,3000
2024-10-28,list_y6w3k,u84fqlo2gu,product_C,3000
2024-10-09,rp_mg_u754j,5e47bjyatr,set_AB,6000
2024-10-03,ad_pcsda,m69aklqve7,product_B,5000
2024-10-25,shop_l79u2,n7x3nps6f3,product_D,4000
2024-10-09,ad_b4vp9,quqnq7wlc9,set_AB,6000
2024-10-07,tik_ica6v,ujbg8t10t9,product_D,4000
2024-10-07,tik_0j8ld,71eogjgr6t,set_AC,7000
2024-10-21,linead_gyo05,dc0j0gf6sp,product_D,4000
2024-10-11,list_ir80t,qbqqbbb3hb,product_B,5000
2024-10-06,shop_44yhk,7yqjwswsr8,product_C,3000
2024-10-06,rp_line_t7nqr,voj09n9a30,set_AB,6000
2024-10-14,ad_zdawk,s2jhvjnabp,product_A,2000
2024-10-10,ad_u4352,h9uhs54bjj,product_C,3000
2024-10-06,shop_jwnlq,0xyildd5sv,product_D,4000
2024-10-10,rp_outb_ifv2t,asbqapin4l,product_C,3000
2024-10-26,shop_wbs29,x9roa9shqj,set_AB,6000
2024-10-01,tik_jk1p0,wjyqcj1syd,set_CD,8000
2024-10-08,ad_1jhru,rzb20r0clo,set_AB,6000
2024-10-02,list_5r75k,zz37ai5pkz,product_D,4000
2024-10-21,rp_dm_lwcq0,gbqbns7mdw,product_A,2000
2024-10-04,shop_oc5t6,f9s7ksxdi8,set_CD,8000
2024-10-14,rp_mg_hdot7,wrl7idc3sd,product_A,2000
2024-10-07,list_7voxk,lh3t7kjnek,product_B,5000
2024-10-08,rp_line_gf0og,8v2x1ums73,set_AC,7000
2024-10-07,list_rufdx,yn2kq3rbvc,product_B,5000
2024-10-07,rp_mg_f8lt0,2dcv6b5zpo,product_A,2000
2024-10-19,rp_outb_cmkf1,18fo4we7md,product_C,3000
2024-10-14,linead_vwow4,ticknlt6em,set_AC,7000
2024-10-26,rp_dm_0etxb,ehl99mr7t5,product_A,2000
2024-10-06,list_2bzuv,7nhqd623gl,product_B,5000
2024-10-03,rp_outb_ahfvs,x7hw5v18hc,set_AC,7000
2024-10-20,linead_o8mrd,9i3kxteqms,product_D,4000
2024-10-22,ad_qngjv,227bz2caxs,product_D,4000
2024-10-09,ad_ha4fu,a244b7050z,product_A,2000
2024-10-22,list_kksev,spte51j6xc,product_B,5000
2024-10-02,ad_1uc0z,jyxfsm47ti,set_AB,6000
2024-10-16,shop_f2350,6txg3kqqxj,set_CD,8000
2024-10-11,linead_82ock,n0q0x7v10z,product_A,2000
2024-10-06,rp_dm_atg6v,oi03q71v0l,set_AC,7000
2024-10-26,linead_e87qk,8x8i0kewi4,product_B,5000
2024-10-24,linead_jhvo1,pcvpc8ul31,set_AC,7000
2024-10-27,linead_tdrv9,oqhlk9jdn2,set_AC,7000
2024-10-18,rp_line_qi7xd,zo600ljalt,set_AB,6000
2024-10-25,rp_line_tbupk,wce7qxw6rg,product_D,4000
2024-10-23,list_8ckru,ltqfl6ia1z,product_D,4000
2024-10-08,list_8lubs,j8tj5rudj1,product_A,2000
2024-10-20,rp_line_zrsln,d7se0pkv5w,set_CD,8000
2024-10-07,list_ng8lc,lfspxpk8h7,product_B,5000
2024-10-27,list_zyhyg,zzhklcklv3,product_A,2000
2024-10-24,tik_gx75t,zn6kxv5mqq,product_C,3000
2024-10-09,linead_yy7ek,42s5xshpvx,product_C,3000
2024-10-09,ad_3gwgy,7mtrfn1626,set_CD,8000
2024-10-03,tik_07mfi,z0134gx0zw,product_B,5000
2024-10-14,ad_kcij5,x3f18f2zmc,set_AB,6000
2024-10-24,rp_outb_j8y9f,7oxj2hzj2h,set_CD,8000
2024-10-10,list_hm2os,f6eimlxabh,product_D,4000
2024-10-18,ad_on8ru,nv9bspf7ee,product_B,5000
2024-10-16,linead_nctur,mnlkq7iz69,product_C,3000
2024-10-13,linead_gpp3c,mtx19c6x8w,set_AB,6000
2024-10-10,list_irg22,1eezml006a,product_A,2000
2024-10-15,tik_d4c8q,zrr9vlqqet,product_D,4000
2024-10-03,list_1ry2l,2v0qxh23ps,product_B,5000
2024-10-10,list_6di1i,se40quarkh,set_AB,6000
2024-10-25,ad_omqs5,3vixb84x08,product_D,4000
2024-10-09,tik_ncefm,ciz7zjiy4y,product_D,4000
2024-10-15,rp_mg_1v7c5,1qtugf77cv,set_AC,7000
2024-10-21,tik_jdh1h,opltgqijzm,product_B,5000
2024-10-02,list_lvfsi,7okwbaxxvt,product_B,5000
2024-10-09,tik_lpzku,bu8yl4550d,product_C,3000
2024-10-28,rp_dm_w1bf9,1tdfkccsok,set_AB,6000
2024-10-15,ad_7goyd,pyttggx5ak,product_B,5000
2024-10-12,shop_dk7se,nc4ohjor46,product_C,3000
2024-10-11,list_ls1uy,k34tbqz8te,product_D,4000
2024-10-28,ad_efkgc,jeiplplkv6,set_AB,6000
2024-10-14,ad_yffy5,0kbb7y93f9,product_A,2000
2024-10-13,list_8d9tr,41ub8kzrkv,product_B,5000
2024-10-20,ad_0pwua,hg5tan13xe,product_A,2000
2024-10-03,list_0zobs,7nw4yvirbn,set_AC,7000
2024-10-12,rp_line_8f05z,4p54j9yssd,set_AC,7000
2024-10-08,rp_dm_deg0e,t1xhalurw2,set_AC,7000
2024-10-09,ad_v0o4d,tv53hrs81e,set_AB,6000
2024-10-01,rp_line_y4knm,jrm0838hyy,set_CD,8000
2024-10-25,list_521nb,20jcllyc60,set_CD,8000
2024-10-11,linead_gksm0,8ofk486bc1,set_AB,6000
2024-10-04,ad_xucph,2a4kpvdorg,product_C,3000
2024-10-12,tik_l9e7k,57g4en305k,set_AC,7000
2024-10-14,rp_dm_8z46y,usdcur5adf,set_AB,6000
2024-10-28,shop_bpkbk,g3igjckaab,set_AC,7000
2024-10-15,linead_2dhkj,buapc71vku,product_B,5000
2024-10-19,linead_2b1w7,ix1hvpafa0,set_AC,7000
2024-10-09,linead_2zov8,9jbcuxszjm,product_D,4000
2024-10-05,ad_3t39n,6s3080pd0s,product_A,2000
2024-10-01,linead_kst51,62m1qvgoop,product_B,5000
2024-10-12,rp_mg_qee7r,6txg3kqqxj,set_CD,8000
2024-10-09,list_rmlbj,dddfqgu6m9,product_C,3000
2024-10-06,ad_t98qx,5qy0qp025v,product_B,5000
2024-10-28,rp_line_858tf,1x1g5soph5,set_AC,7000
2024-10-21,rp_line_tkl2j,g9sc3tssoh,product_C,3000
2024-10-16,rp_line_o2blh,ay0r83y9fg,product_B,5000
2024-10-27,linead_qo1zz,nyz1gw2jhn,product_A,2000
2024-10-20,ad_b90a5,dnp4ztlgbn,product_C,3000
2024-10-27,list_tmt3n,v90b82w4xo,product_C,3000
2024-10-15,rp_dm_g9pp8,dvfb7l80vn,product_A,2000
2024-10-06,ad_tbsup,25pemdvujw,product_B,5000
2024-10-26,ad_try57,p1pbv5ajv2,product_A,2000
2024-10-18,rp_line_wcemg,4glqlmtjs7,set_CD,8000
2024-10-04,rp_mg_7swrg,0iuvozacwm,set_CD,8000
2024-10-15,tik_xlu8h,pwisr42ki7,set_CD,8000
2024-10-26,rp_line_2xcq5,itu1j92epv,product_C,3000
2024-10-24,linead_sr2qs,kd6en79w56,product_B,5000
2024-10-04,shop_0db6m,p608mw2djx,set_AB,6000
2024-10-22,list_iam8m,w0eunrkxld,set_AB,6000
2024-10-15,ad_cp9da,0npr0cp7hz,set_AB,6000
2024-10-07,rp_line_jovsc,hvvrer2gk0,set_AB,6000
2024-10-10,tik_ctwhc,jlenzv8gcw,product_C,3000
2024-10-03,ad_219eg,4f000prx3j,set_AB,6000
2024-10-17,list_fb4z1,yil3edef1q,set_AB,6000
2024-10-23,ad_ojzgt,0t59uuxytm,set_CD,8000
2024-10-02,ad_thlw2,kk8kr8yv4b,product_D,4000
2024-10-12,rp_line_fsf6e,g17e322v05,product_B,5000
2024-10-26,rp_dm_eawwa,hrpd3g7hs6,product_A,2000
2024-10-06,ad_d8kbg,9zavpxfjpy,set_AB,6000
2024-10-19,shop_mwx2m,md3kark7rh,product_A,2000
2024-10-17,rp_mg_ufqce,pnoi2vlvkl,product_C,3000
2024-10-10,rp_mg_s68jj,troegr5k26,product_C,3000
2024-10-12,tik_au58h,8z1j31ljb4,set_AC,7000
2024-10-04,ad_820th,nvxdm0da39,set_CD,8000
2024-10-19,shop_8swpt,3d2h39d10q,product_D,4000
2024-10-27,linead_smz94,5rkl8tevj1,product_C,3000
2024-10-27,shop_pbeua,dx9viwaqeq,product_A,2000
2024-10-23,tik_t686u,3642l60jl4,product_B,5000
2024-10-13,rp_line_pcccq,6qy11sx3sh,product_B,5000
2024-10-15,rp_dm_4xttg,7ja3e4ztp5,product_D,4000
2024-10-20,rp_dm_qkyw0,evq2eo8qjj,set_CD,8000
2024-10-07,linead_snipt,8of9u38jcv,product_B,5000
2024-10-19,ad_42n46,a5s8ru7nug,set_AC,7000
2024-10-16,list_pkrzo,lgst79mfyd,product_C,3000
2024-10-18,rp_mg_onbs6,kwg29l3vnj,set_CD,8000
2024-10-11,shop_qcpkp,qi6f48sozj,product_A,2000
2024-10-03,rp_outb_patco,vbmm69n137,set_AC,7000
2024-10-21,rp_line_5dx6s,fm90rz1ann,product_A,2000
2024-10-09,tik_5yass,u3wtzrsvpp,product_D,4000
2024-10-18,list_5wi3e,kfup4ibutt,product_A,2000
2024-10-19,rp_dm_onf3s,xpssai3npb,product_C,3000
2024-10-02,list_055gk,2yvzjjmpir,product_C,3000
2024-10-04,ad_ouq4s,uvpkl6jg3z,product_B,5000
2024-10-10,rp_dm_bk1nq,xqs05d57ng,product_D,4000
2024-10-07,rp_dm_okhnu,hnlrrunndy,product_B,5000
2024-10-23,shop_bpupu,cbka6ay7i5,set_AC,7000
2024-10-10,linead_2gyb9,x46msqzmy9,product_A,2000
2024-10-13,rp_line_oy7sm,aqojf364n5,product_B,5000
2024-10-14,linead_thwue,r224f84fsa,product_C,3000
2024-10-11,ad_wbjc6,zlxve3tzhv,set_CD,8000
2024-10-24,rp_dm_sl1j7,r1fm93ixt7,set_CD,8000
2024-10-02,linead_ycqt6,rxbq59hcgi,set_CD,8000
2024-10-16,ad_2t7z2,leb3rjtv3t,product_B,5000
2024-10-20,shop_y3ybg,1xd80c82y0,product_C,3000
2024-10-15,ad_3do77,uu0ivzw6xr,product_A,2000
2024-10-08,ad_ysuju,91sur7lknq,product_A,2000
2024-10-19,ad_tp2r7,hpans5ztx5,set_AC,7000
2024-10-19,rp_line_oxyyo,yprj7b7eeo,set_AC,7000
2024-10-04,ad_mqa9r,3dng6teo1x,set_CD,8000
2024-10-04,ad_oj13y,pqzx6uw3tq,product_C,3000
2024-10-11,rp_dm_isu4n,mhysbnvbrs,set_AC,7000
2024-10-20,shop_xnizp,fc8pywbmr7,set_AB,6000
2024-10-27,rp_line_3l4rk,4qzb4o298k,set_CD,8000
2024-10-19,rp_outb_07x9d,a4jkwuxl37,product_A,2000
2024-10-03,rp_mg_z9uv6,mjd9nryhxg,set_CD,8000
2024-10-10,list_s5p9s,omj9ncsgve,set_AB,6000
2024-10-14,shop_7jbek,jucntbeda9,product_D,4000
2024-10-13,tik_pq0wv,iz0yhrjpc0,product_C,3000
2024-10-22,ad_4ipty,vsnoe32k5k,set_CD,8000
2024-10-06,tik_kc5co,g7hkz8yaw4,set_AB,6000
2024-10-18,rp_mg_k5x72,im37b9vg13,product_A,2000
2024-10-13,tik_ehtgc,k2gc7qgoaf,product_D,4000
2024-10-02,rp_mg_8wx9o,m2gf453njo,product_A,2000
2024-10-08,list_9wjf1,egfxpcdoar,product_C,3000
2024-10-03,linead_jw4nh,g57fgak81g,product_B,5000
2024-10-21,shop_s8nzc,8azu7ik7z5,product_C,3000
2024-10-17,linead_br64n,pjjk5765oo,product_A,2000
2024-10-26,linead_4l040,3ehmpkbj4l,set_CD,8000
2024-10-03,ad_4lns9,utjydfpjuf,product_A,2000
2024-10-01,ad_y91qy,u2121uc6pf,set_AB,6000
2024-10-27,ad_x18b5,xzgvmgbj96,product_B,5000
2024-10-18,linead_akygz,xovqx2xq91,set_AC,7000
2024-10-22,linead_gtny1,b80ussffem,product_A,2000
2024-10-13,list_m7w3e,gjuyp2z9tc,set_AB,6000
2024-10-14,rp_line_mu0zs,sd3bvld4r0,set_AC,7000
2024-10-05,rp_mg_6vz7d,xpmy3gpqfu,product_B,5000
2024-10-17,rp_outb_hfr5j,tgj56xwgqh,set_AB,6000
2024-10-19,rp_line_46wed,1y7fa1m7io,product_D,4000
2024-10-07,list_xg141,hpxveawhhe,product_C,3000
2024-10-05,linead_xg485,3lyuc0fm5i,product_A,2000
2024-10-06,rp_mg_cfpiu,tdxid9xvq4,product_A,2000
2024-10-28,rp_line_1l524,liuwe9t1bv,set_CD,8000
2024-10-01,rp_line_zs185,n2manvhsya,product_D,4000
2024-10-06,shop_4aqys,vvyn8axey1,product_D,4000
2024-10-11,linead_4spmk,vymujncx00,set_CD,8000
2024-10-04,rp_line_coc6y,4xm6b83hwo,product_B,5000
2024-10-09,rp_outb_lc6zj,fg947c0lkr,product_D,4000
2024-10-16,list_1zpdw,h6p1hdmqds,set_AB,6000
2024-10-02,tik_t6t0i,s055cgdss1,product_B,5000
2024-10-10,list_fj1wl,ojysyms1gq,product_C,3000
2024-10-17,list_lbipw,mhordvq6m5,set_AB,6000
2024-10-16,tik_72sqw,qopoc7uflu,product_B,5000
2024-10-03,list_7oh9m,j03tdq58q4,product_A,2000
2024-10-27,list_69ojy,vfcfch8pyz,set_CD,8000
2024-10-19,rp_dm_9enc8,yfydzkddbb,set_AB,6000
2024-10-01,shop_oicls,wx1pndcxf6,set_AC,7000
2024-10-03,ad_ztef9,t48cjg3cys,product_D,4000
2024-10-10,shop_hgyc8,cqlpkbgltd,product_B,5000
2024-10-08,rp_dm_kaorf,qwhcei3xvf,product_A,2000
2024-10-14,rp_dm_vc4ca,2bkq84pvjq,set_AB,6000
2024-10-27,shop_ofm46,2k646gzvhc,set_AC,7000
2024-10-04,shop_32udw,xhk1lwi2j7,set_AC,7000
2024-10-03,shop_fumz6,abhcdtwciu,set_AB,6000
2024-10-15,ad_mdh0d,v74j40k2nw,product_C,3000
2024-10-17,linead_d0nk4,fy5gc7hzok,product_D,4000
2024-10-26,linead_9zhnj,vv7jmoifxg,set_AB,6000
2024-10-25,rp_mg_psrxi,rwml75730z,product_A,2000
2024-10-20,rp_dm_0u2b1,l0bvryly7q,product_C,3000
2024-10-15,list_teetk,xx46n7kmrm,set_AC,7000
2024-10-12,rp_line_bt5sg,5wrkpusvfo,set_CD,8000
2024-10-28,list_or5em,bx6i35suhc,product_C,3000
2024-10-16,linead_hc3aq,4n1wjuspvh,product_B,5000
2024-10-25,tik_oil89,34qleok0d4,set_AB,6000
2024-10-07,rp_mg_dxre3,gct7d5pn4z,product_B,5000
2024-10-23,ad_4s8qe,0y4zy2yckz,set_AC,7000
2024-10-09,list_powm9,pi658ynhbd,product_A,2000
2024-10-19,rp_mg_vlqeg,hzei2t1uxg,set_AC,7000
2024-10-07,linead_uudhw,9jszmclcn1,product_A,2000
2024-10-15,ad_n5ckn,dz68ww7ocs,set_AB,6000
2024-10-09,linead_arlyj,sxf0nz6z64,set_CD,8000
2024-10-21,tik_o1bs7,v28v2agc7t,set_AC,7000
2024-10-03,rp_line_vid95,gexhfm43uh,set_AB,6000
2024-10-04,linead_0f6i0,r1iglhxvcx,product_A,2000
2024-10-27,list_btdu0,hsxhcn09bt,product_B,5000
2024-10-12,linead_wa32l,jp8kvbx2d9,set_AB,6000
2024-10-09,ad_rn6sb,kr7y116ul9,product_B,5000
2024-10-21,rp_dm_gjcmj,oz9uyhdsq2,set_AC,7000
2024-10-01,list_32z81,qekejuhb38,set_AC,7000
2024-10-02,list_0htgj,oms6tm04i0,product_A,2000
2024-10-22,rp_mg_itikg,g3ie28snpb,product_B,5000
2024-10-20,ad_vq9ve,xh4okc02ia,set_CD,8000
2024-10-16,list_lbnxw,q2yq3bh4t2,product_C,3000
2024-10-12,tik_m9ib5,mj6knuiixf,product_C,3000
2024-10-15,linead_5aeiq,8d902imesh,product_A,2000
2024-10-13,rp_outb_hwvth,wlltyg4uav,product_D,4000
2024-10-26,ad_oaofv,5zt13mbnkv,product_D,4000
2024-10-06,ad_ccpgw,kvyjrwm24f,set_CD,8000
2024-10-06,list_0khhp,as16oxi5g4,product_C,3000
2024-10-24,linead_juzpw,hf5g9bzcit,product_D,4000
2024-10-04,shop_txq0u,8b67st78a2,set_AB,6000
2024-10-09,list_posye,49tgdtgi02,product_A,2000
2024-10-17,tik_tymiw,c7lwglhlua,product_D,4000
2024-10-04,ad_1jrrq,1lbyj90ikp,set_CD,8000
2024-10-16,rp_outb_0npyq,ujn1e8cukz,product_B,5000
2024-10-27,ad_f890c,w20upy120e,set_AB,6000
2024-10-09,shop_yiqg3,pokmnvfxq7,product_D,4000
2024-10-11,linead_94vbe,wzgupdsn6m,product_C,3000
2024-10-16,ad_1epez,wbk3iddl6j,product_A,2000
2024-10-24,ad_k7olp,ub31op3dny,product_B,5000
2024-10-03,rp_outb_cctyk,cinuj9g3sf,product_B,5000
2024-10-18,ad_a36tu,4xqkafadzd,product_D,4000
2024-10-04,linead_af8t6,a17l6go2mn,product_B,5000
2024-10-26,linead_8kdep,wwg1fsmguk,product_D,4000
2024-10-22,rp_line_dzuoj,9tpr7u7cc5,product_B,5000
2024-10-26,tik_ccd8b,8mkahr5a0c,product_D,4000
2024-10-10,list_ffxpw,plhcdza336,set_AC,7000
2024-10-03,linead_o0p1z,01n4ddadbn,product_A,2000
2024-10-26,ad_tmgss,vrcs1xymy3,product_A,2000
2024-10-07,linead_651xg,bav8r3cj1s,set_AB,6000
2024-10-26,rp_outb_qg7xq,zk6kq49jk8,product_B,5000
2024-10-12,ad_z62av,2hqqaynimc,set_CD,8000
2024-10-27,tik_o65xp,2j5uguockf,set_CD,8000
2024-10-15,rp_line_b59dm,4zjbn2yl5u,set_AC,7000
2024-10-05,list_5z4fb,80p80forio,product_D,4000
2024-10-01,list_zyct2,gma25e2l6u,product_A,2000
2024-10-01,rp_outb_ax4i5,sourv0rtnb,product_D,4000
2024-10-12,tik_bbz8d,c2x2yci39k,set_AC,7000
2024-10-14,ad_nos06,bc52xv7n1w,set_AB,6000
2024-10-23,list_jpdds,kdjacego77,set_AC,7000
2024-10-03,rp_mg_2lahc,7qgwz9urqk,product_B,5000
2024-10-25,rp_line_0b48m,3cuwduvpye,product_B,5000
2024-10-01,ad_8lvtt,6tncsvubv2,set_AC,7000
2024-10-09,rp_outb_wnlsp,ea4zij7kfw,set_AC,7000
2024-10-01,linead_dgywn,xsp0y1vr89,set_AC,7000
2024-10-20,linead_66w6y,m061f9rxhz,set_CD,8000
2024-10-28,rp_mg_2wtxc,5hsq6kdes6,set_AC,7000
2024-10-12,ad_zdvj2,turzy2ushx,set_CD,8000
2024-10-05,ad_jyzu2,2gczsetg8v,set_AC,7000
2024-10-28,tik_3bu3p,194svewrsl,product_D,4000
2024-10-19,list_vuvmn,j1y7ztd77t,product_B,5000
2024-10-28,linead_n9yrq,vhqt1c7p0s,set_AC,7000
2024-10-10,list_jpx4g,kelimgya15,set_CD,8000
2024-10-08,rp_dm_rbuq7,ogn8b1jz2f,set_AC,7000
2024-10-17,rp_dm_xy2wd,cwvd8idnzr,set_AC,7000
2024-10-17,linead_h767j,wq5gop0s81,set_CD,8000
2024-10-07,rp_outb_n0sja,1kfdzw6lq8,product_D,4000
2024-10-19,rp_outb_ehwsh,7zl50amxud,product_A,2000
2024-10-08,ad_i7km5,yn1k3lxcf1,product_B,5000
2024-10-12,rp_line_cfqyg,t7dvzwc414,set_AC,7000
2024-10-01,linead_qmuwm,pfv6rfch0y,product_D,4000
2024-10-25,rp_mg_9bbq5,qb7b5tqxeq,product_B,5000
2024-10-05,ad_yusmp,ro1z2eg75s,set_CD,8000
2024-10-04,rp_dm_l8sn4,im1q8uisdv,set_AB,6000
2024-10-28,ad_i72py,yuo3s30bcn,set_AB,6000
2024-10-13,tik_r44on,c4c3ii7k4e,product_B,5000
2024-10-23,list_90hzg,16md21bd6a,set_AC,7000
2024-10-27,tik_b04ha,c6b9wk2mqq,set_AB,6000
2024-10-25,linead_hheh6,ve4t1ydspi,product_A,2000
2024-10-07,ad_5vved,v0jgn2gqli,product_C,3000
2024-10-24,linead_q8zev,2wt8n8z5ki,product_A,2000
2024-10-02,shop_phajl,yt5probmul,set_CD,8000
2024-10-16,linead_3ngnj,d4atmyak52,set_AC,7000
2024-10-01,rp_mg_q9780,qphfj2usop,set_AC,7000
2024-10-27,tik_zr4lr,v9fjocr1n9,product_A,2000
